1580
138,127,13
49,14,6
41,29,10
23,184,4
18,14,6
157,131,10
125,108,5
164,8,5
109,72,4
95,66,4
147,174,10
90,201,4
135,201,4
161,205,14
51,58,9
186,56,7
200,53,7
34,148,7
124,138,4
125,176,4
62,40,9
157,85,10
203,129,12
11,69,9
89,102,6
82,136,10
86,64,10
41,107,10
129,208,1
41,201,4
72,68,13
133,66,4
170,28,5
70,66,2
86,96,10
20,35,12
86,48,10
96,177,4
207,83,12
49,61,5
45,72,4
144,40,9
29,40,9
135,38,9
20,47,7
192,81,5
176,38,11
60,56,7
150,115,4
86,181,10
103,178,1
5,129,12
34,208,4
124,92,6
189,59,4
191,72,4
144,69,9
41,37,10
1,4,4
167,56,7
164,176,4
121,141,4
41,187,5
86,22,10
136,104,4
86,90,10
174,113,9
131,176,4
109,53,7
106,178,4
74,198,3
168,59,1
86,0,10
207,139,4
84,81,5
170,148,7
90,39,4
64,38,9
86,171,10
3,80,9
96,47,7
54,58,9
84,28,5
73,114,9
1,59,4
30,28,5
185,92,0
131,196,7
188,146,4
46,198,14
144,28,5
181,44,7
86,47,7
51,154,7
43,178,4
77,92,0
192,158,5
169,92,6
27,61,5
144,116,9
122,141,1
147,169,10
193,37,10
103,58,3
103,177,1
154,92,0
33,47,7
174,136,10
86,188,10
193,94,10
55,38,9
17,66,4
71,100,10
94,56,7
157,146,4
27,127,4
52,154,7
136,176,4
9,10,5
170,26,9
148,7,0
126,47,7
17,39,4
71,147,10
57,68,4
140,129,12
89,56,7
110,44,7
23,161,9
171,24,4
162,59,1
90,146,4
144,80,9
1,46,9
193,194,5
71,113,9
82,192,10
41,43,10
64,69,9
148,102,0
86,109,10
182,127,4
124,61,5
67,138,4
39,115,13
164,154,7
20,137,4
29,39,4
34,53,7
192,79,4
86,200,10
123,122,12
170,92,6
193,93,10
180,12,7
33,14,6
45,66,4
152,208,4
149,72,4
203,44,7
86,27,10
135,173,7
193,29,10
122,68,1
192,127,4
63,102,0
183,44,7
103,199,1
96,40,9
96,66,4
71,156,5
82,189,10
204,114,3
52,38,9
75,209,12
71,47,7
122,201,1
147,48,10
128,102,6
1,156,5
62,69,9
109,176,4
30,177,4
1,158,5
71,60,10
93,47,7
99,116,9
67,105,5
163,187,5
74,141,1
70,80,3
147,90,10
96,138,4
133,14,6
1,77,5
90,137,4
18,138,4
169,141,4
193,121,10
94,92,6
15,116,9
47,92,0
84,92,6
147,71,10
190,7,0
79,46,11
121,68,4
163,59,4
22,2,7
123,47,7
83,178,1
110,138,4
120,92,0
60,159,10
206,148,7
167,141,4
157,60,10
110,56,7
95,102,6
149,80,9
172,127,1
34,83,12
41,71,10
129,160,2
86,133,10
84,83,12
37,92,6
148,14,0
131,35,12
30,114,9
200,26,9
147,20,10
49,148,7
193,167,10
157,141,8
86,95,10
110,165,7
152,148,7
171,63,7
67,161,9
89,69,9
200,196,7
167,138,4
107,24,4
83,26,3
200,44,7
34,63,7
3,68,4
27,56,7
140,127,4
121,173,7
45,208,4
41,151,10
76,138,4
204,138,1
106,80,9
33,138,4
197,66,4
206,208,4
147,138,4
109,68,4
35,141,1
197,69,9
70,199,1
17,56,7
73,158,5
136,138,4
30,63,7
162,138,1
181,113,9
193,33,10
160,161,11
126,61,5
169,158,5
129,146,1
86,62,10
140,61,5
34,14,6
11,146,4
202,103,12
35,69,3
64,208,4
200,83,12
122,176,1
60,51,10
41,206,10
109,138,4
12,14,0
51,137,8
33,2,7
20,28,5
171,154,7
93,130,7
189,81,5
125,209,12
100,77,5
139,38,11
155,68,4
51,138,4
18,102,6
193,51,10
109,35,12
100,158,5
123,56,7
60,7,6
131,58,9
94,138,4
13,58,9
192,77,5
96,114,9
33,143,5
147,131,10
71,1,10
41,33,10
33,127,4
89,137,4
83,59,1
22,176,4
71,109,10
122,80,3
23,4,4
109,127,4
49,138,4
56,92,0
86,66,8
20,137,8
9,58,9
125,127,4
90,116,9
35,127,1
124,127,4
37,103,12
82,67,10
35,26,3
209,66,1
193,20,10
171,44,7
106,38,9
86,52,10
11,208,4
170,47,7
41,61,5
109,158,5
172,26,3
27,92,6
153,141,8
41,14,6
94,127,4
131,154,7
193,17,10
180,70,12
32,80,9
91,44,7
110,176,4
75,14,6
51,127,4
154,7,0
109,141,4
193,118,10
151,26,9
57,80,9
95,14,6
193,144,10
29,80,9
22,165,7
86,11,10
103,201,1
124,44,7
149,69,9
41,159,10
34,114,9
71,7,6
140,103,12
136,46,9
101,102,6
186,113,9
175,178,4
132,209,12
147,167,10
60,71,10
49,2,7
131,72,4
60,131,10
60,157,10
76,141,4
55,177,4
193,15,10
96,39,4
37,70,12
128,201,4
55,178,4
61,14,0
189,28,5
183,148,7
140,154,7
209,138,1
107,208,4
18,176,4
153,8,5
147,27,10
61,92,0
60,90,10
155,80,9
140,138,4
38,58,14
3,69,9
118,66,4
41,174,10
135,80,9
60,156,5
135,72,4
158,92,0
126,154,7
83,208,1
22,148,7
89,92,6
181,26,9
147,129,12
189,127,4
207,137,8
60,38,9
18,129,12
96,44,7
67,156,5
182,138,4
59,38,11
5,14,6
96,102,6
106,69,9
41,144,10
147,7,6
202,102,6
188,38,9
170,81,5
96,117,7
126,28,5
180,201,4
17,63,7
88,68,4
172,138,1
106,47,7
90,141,4
35,176,1
70,146,2
170,7,6
54,80,9
107,156,5
70,69,3
86,201,4
35,24,1
171,127,4
200,56,7
5,127,4
110,127,4
126,92,6
200,63,7
15,66,4
17,138,4
30,138,4
91,117,7
147,179,10
94,176,4
20,154,7
193,71,10
203,72,4
183,154,7
51,176,4
67,127,4
28,92,0
91,14,6
122,146,1
49,56,7
193,70,12
90,56,7
169,201,4
91,165,7
183,127,4
32,72,4
60,121,10
123,81,5
125,53,7
157,94,10
167,154,7
200,176,4
207,26,9
70,201,1
60,138,4
193,48,10
122,115,1
119,102,6
47,14,0
91,154,7
64,80,9
164,59,4
191,69,9
193,64,10
186,47,7
209,199,1
82,164,10
193,96,10
122,137,2
35,38,3
35,146,1
20,83,12
153,178,4
125,61,5
89,154,7
163,162,12
192,92,6
106,113,9
35,80,3
140,165,7
162,127,1
60,20,10
83,116,3
96,154,7
83,139,1
20,176,4
193,90,10
209,176,1
203,137,4
129,146,2
93,92,6
131,28,5
73,102,6
202,129,12
168,146,2
31,7,0
93,160,8
30,44,7
58,38,14
60,148,7
84,137,8
136,56,7
91,63,7
22,39,4
119,38,9
124,103,12
76,156,5
86,121,10
82,125,10
22,66,4
109,146,4
159,69,9
82,163,10
178,177,13
19,92,0
62,80,9
96,63,7
118,80,9
142,138,1
84,158,5
182,129,12
37,14,6
118,38,9
93,176,4
132,7,6
150,201,4
209,208,1
143,92,0
35,208,1
22,138,4
22,122,12
23,74,12
55,44,7
180,176,4
206,26,9
186,69,9
169,146,4
115,39,13
186,68,4
203,148,7
145,47,7
62,208,4
54,69,9
109,137,8
204,59,1
17,165,7
164,63,7
147,94,10
82,30,10
199,38,11
50,92,0
5,209,12
83,38,3
96,176,4
200,35,12
134,92,0
106,136,10
171,92,6
206,24,4
144,63,7
187,7,0
51,137,4
124,63,7
174,192,10
193,27,10
188,68,4
175,92,6
67,56,7
86,29,10
164,138,4
193,159,10
169,47,7
183,14,6
1,160,4
100,138,4
51,105,5
30,56,7
82,60,10
106,115,4
1,141,4
193,106,10
51,141,4
168,138,1
86,73,10
90,115,4
126,127,4
86,107,10
122,39,1
41,96,10
123,148,7
107,14,6
89,196,7
83,68,1
174,80,9
157,51,10
74,26,3
147,11,10
86,169,10
106,114,9
86,76,10
67,198,9
172,208,1
82,80,9
129,137,2
74,104,1
34,24,4
20,67,10
193,131,10
5,138,4
207,92,6
41,106,10
56,14,0
26,112,14
51,38,9
18,127,4
37,199,4
94,137,8
83,127,1
17,92,6
121,138,4
43,177,4
51,80,9
174,79,8
90,138,4
129,115,1
90,129,12
42,92,0
126,138,4
200,148,7
136,47,7
71,135,10
166,80,9
22,44,7
131,201,4
71,93,10
20,141,4
22,56,7
60,93,10
118,70,12
181,14,6
163,156,5
209,38,3
131,44,7
157,1,10
106,40,9
51,139,4
193,95,10
86,206,10
41,171,10
90,47,7
34,127,4
86,87,7
202,83,12
206,47,7
110,139,4
49,47,7
125,63,7
145,61,5
20,38,9
106,177,4
149,208,4
121,72,4
202,61,5
86,111,10
96,12,7
103,72,1
93,192,10
103,24,1
35,66,1
119,58,9
124,53,7
70,66,1
62,66,4
121,146,4
132,142,12
74,176,1
106,72,4
73,177,4
147,151,10
183,187,5
45,80,9
207,69,9
136,16,4
123,127,4
171,172,12
140,117,7
43,68,4
131,69,9
5,176,4
135,176,4
192,205,9
109,58,9
183,59,4
35,138,1
74,160,1
71,208,4
82,69,9
200,92,6
91,196,7
183,102,6
157,38,9
125,138,4
183,28,5
181,178,4
167,176,4
33,148,7
